Date,SPY,GLD
2020-10-19,340.5583190917969,178.38999938964844
2020-10-20,341.9225158691406,179.25
2020-10-21,341.2752685546875,180.60000610351562
2020-10-22,343.14727783203125,178.8300018310547
2020-10-23,344.31231689453125,178.63999938964844
2020-10-26,337.949462890625,178.5500030517578
2020-10-27,336.7843933105469,179.02000427246094
2020-10-28,325.2734680175781,176.1300048828125
2020-10-29,328.5793762207031,175.39999389648438
2020-10-30,325.15399169921875,176.1999969482422
2020-11-02,328.7984619140625,177.91000366210938
2020-11-03,334.60369873046875,178.9199981689453
2020-11-04,342.0818176269531,178.82000732421875
2020-11-05,348.7533874511719,182.92999267578125
2020-11-06,348.6737365722656,183.19000244140625
2020-11-09,353.0550537109375,175.0800018310547
2020-11-10,352.5372619628906,175.66000366210938
2020-11-11,355.1560974121094,174.89999389648438
2020-11-12,351.71075439453125,175.9600067138672
2020-11-13,356.58001708984375,177.16000366210938
2020-11-16,361.03106689453125,177.14999389648438
2020-11-17,359.0893249511719,176.5
2020-11-18,354.7677307128906,175.49000549316406
2020-11-19,356.2613830566406,175.16000366210938
2020-11-20,353.82177734375,175.69000244140625
2020-11-23,355.9427185058594,172.22999572753906
2020-11-24,361.67828369140625,169.58999633789062
2020-11-25,361.12066650390625,169.50999450683594
2020-11-27,362.12640380859375,167.7899932861328
2020-11-30,360.5232238769531,166.6699981689453
2020-12-01,364.4664001464844,170.17999267578125
2020-12-02,365.233154296875,171.4600067138672
2020-12-03,365.1335754394531,172.80999755859375
2020-12-04,368.2801513671875,172.32000732421875
2020-12-07,367.52337646484375,174.88999938964844
2020-12-08,368.59881591796875,175.5
2020-12-09,365.2928771972656,172.5
2020-12-10,365.17340087890625,172.1699981689453
2020-12-11,364.7452087402344,172.49000549316406
2020-12-14,363.1121826171875,171.5399932861328
2020-12-15,368.021240234375,173.94000244140625
2020-12-16,368.59881591796875,174.89999389648438
2020-12-17,370.6600036621094,176.74000549316406
2020-12-18,369.17999267578125,176.44000244140625
2020-12-21,367.8599853515625,175.8800048828125
2020-12-22,367.239990234375,174.49000549316406
2020-12-23,367.57000732421875,175.64999389648438
2020-12-24,369.0,176.35000610351562
2020-12-28,372.1700134277344,175.7100067138672
